symbol,price,timestamp
DOGECOIN,0.1030844425209054,2024-08-20 20:09:52.136838
CARDANO,0.3421166241495215,2024-08-20 20:09:52.919165
BITCOIN,59852.8701814506672089,2024-08-20 20:09:58.550568
ETHEREUM,2606.3799997153507841,2024-08-20 20:09:59.201655
SOLANA,143.2893342826934103,2024-08-20 20:09:59.825540
DOGECOIN,0.1030844425209054,2024-08-20 20:10:00.598804
CARDANO,0.3421166241495215,2024-08-20 20:10:01.525272
BITCOIN,59852.8701814506672089,2024-08-20 20:10:07.358071
ETHEREUM,2606.3799997153507841,2024-08-20 20:10:08.082372
SOLANA,143.2893342826934103,2024-08-20 20:10:08.677596
DOGECOIN,0.1030844425209054,2024-08-20 20:10:09.362716
CARDANO,0.3421166241495215,2024-08-20 20:10:10.018058
BITCOIN,59852.8701814506672089,2024-08-20 20:10:15.674681
ETHEREUM,2606.3799997153507841,2024-08-20 20:10:16.367379
SOLANA,143.2893342826934103,2024-08-20 20:10:17.084589
DOGECOIN,0.1030844425209054,2024-08-20 20:10:17.703748
CARDANO,0.3421166241495215,2024-08-20 20:10:18.931048
BITCOIN,59840.3839324516312345,2024-08-20 20:10:24.974761
ETHEREUM,2605.7404658560908502,2024-08-20 20:10:25.982777
SOLANA,143.2991204478031767,2024-08-20 20:10:27.117424
DOGECOIN,0.1030913257533995,2024-08-20 20:10:28.140019
CARDANO,0.3421044753320631,2024-08-20 20:10:29.269949
BITCOIN,59840.3839324516312345,2024-08-20 20:10:35.291772
ETHEREUM,2605.7404658560908502,2024-08-20 20:10:36.439314
SOLANA,143.2991204478031767,2024-08-20 20:10:37.957766
DOGECOIN,0.1030913257533995,2024-08-20 20:10:39.104394
CARDANO,0.3421044753320631,2024-08-20 20:10:40.232225
BITCOIN,59840.3839324516312345,2024-08-20 20:10:46.372993
ETHEREUM,2605.7404658560908502,2024-08-20 20:10:49.044907
SOLANA,143.2991204478031767,2024-08-20 20:10:51.082108
DOGECOIN,0.1031187314843874,2024-08-20 20:10:52.384212
CARDANO,0.3416648708437167,2024-08-20 20:10:53.023373
BITCOIN,59843.6175933147175146,2024-08-20 20:10:58.664250
ETHEREUM,2605.9457174555057912,2024-08-20 20:10:59.582829
SOLANA,143.2991204478031767,2024-08-20 20:11:00.303057
DOGECOIN,0.1031187314843874,2024-08-20 20:11:01.015507
CARDANO,0.3416648708437167,2024-08-20 20:11:01.937263
